Provider,TotalClaims,UniqueBeneficiaries,UniquePhysicians,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,IPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_mean,ChronicCond_Alzheimer_mean,ChronicCond_Heartfailure_mean,ChronicCond_KidneyDisease_mean,ChronicCond_Cancer_mean,ChronicCond_ObstrPulmonary_mean,ChronicCond_Depression_mean,ChronicCond_Diabetes_mean,ChronicCond_IschemicHeart_mean,ChronicCond_Osteoporasis_mean,ChronicCond_rheumatoidarthritis_mean,ChronicCond_stroke_mean,RenalDiseaseIndicator_mean,PotentialFraud,PotentialFraud_Encoded
PRV52017,280,262,48,304770,1088.4642857142858,3495.489587156146,23248.0,83.62589928057554,12.0,11.95,5061.0,2392.6785714285716,0.3678571428571429,0.5821428571428572,0.4357142857142857,0.16785714285714284,0.31785714285714284,0.44285714285714284,0.7107142857142857,0.7714285714285715,0.325,0.37857142857142856,0.11428571428571428,0.16785714285714284,No,0
PRV52019,1961,1734,643,5996050,3057.6491585925546,7675.095893259247,539426.0,277.05495634309193,11.938806731259561,11.989801121876594,8075.262621111678,2096.8179500254973,0.4385517593064763,0.604793472718001,0.45130035696073434,0.13819479857215705,0.36664966853646097,0.4390617032126466,0.7225905150433453,0.7786843447220806,0.31718510963793983,0.3263640999490056,0.11116777154513004,0.2019377868434472,Yes,1
PRV52020,606,577,93,1164820,1922.145214521452,5843.781325805801,97360.0,161.19205298013244,11.915841584158416,11.863036303630363,6216.188118811881,2195.06600660066,0.4042904290429043,0.5907590759075908,0.40264026402640263,0.15346534653465346,0.3250825082508251,0.4636963696369637,0.7161716171617162,0.7788778877887789,0.31353135313531355,0.3234323432343234,0.09075907590759076,0.19636963696369636,Yes,1
PRV52021,613,570,128,1951850,3184.094616639478,7703.435001419719,193530.0,316.22549019607845,11.921696574225122,11.934747145187602,7237.9445350734095,2186.9168026101142,0.4355628058727569,0.6052202283849919,0.45187601957585644,0.13050570962479607,0.3556280587275693,0.45024469820554647,0.7406199021207178,0.7585644371941273,0.3523654159869494,0.3621533442088091,0.13213703099510604,0.21044045676998369,Yes,1
PRV52022,66,66,21,17770,269.24242424242425,414.31801463298365,70.0,1.0606060606060606,12.0,12.0,4689.848484848485,2410.3030303030305,0.3787878787878788,0.6363636363636364,0.4696969696969697,0.18181818181818182,0.3787878787878788,0.4696969696969697,0.7424242424242424,0.6818181818181818,0.25757575757575757,0.3181818181818182,0.13636363636363635,0.25757575757575757,No,0
PRV52024,2,2,1,2100,1050.0,919.2388155425118,30.0,15.0,12.0,12.0,16850.0,2415.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0,No,0
PRV52025,119,117,42,35190,295.7142857142857,628.0769296351773,290.0,2.436974789915966,11.949579831932773,11.890756302521009,3912.016806722689,2402.9411764705883,0.3949579831932773,0.6302521008403361,0.42857142857142855,0.16806722689075632,0.2857142857142857,0.46218487394957986,0.7310924369747899,0.7815126050420168,0.3445378151260504,0.33613445378151263,0.09243697478991597,0.18487394957983194,No,0
PRV52026,24,23,11,6960,290.0,701.2659360353091,0.0,0.0,12.0,12.0,4820.0,3862.5,0.5416666666666666,0.5833333333333334,0.4583333333333333,0.25,0.3333333333333333,0.375,0.75,0.7083333333333334,0.3333333333333333,0.25,0.20833333333333334,0.16666666666666666,No,0
PRV52027,181,179,89,402620,2224.4198895027625,5492.758194046857,48430.0,269.05555555555554,11.80110497237569,11.933701657458563,6280.994475138122,1727.4585635359117,0.4143646408839779,0.580110497237569,0.46408839779005523,0.13259668508287292,0.292817679558011,0.425414364640884,0.6961325966850829,0.7403314917127072,0.292817679558011,0.3425414364640884,0.09392265193370165,0.16574585635359115,No,0
PRV52028,18,18,9,69530,3862.777777777778,11018.856995039194,4442.0,246.77777777777777,12.0,12.0,6976.111111111111,1359.4444444444443,0.4444444444444444,0.6111111111111112,0.5555555555555556,0.05555555555555555,0.3333333333333333,0.5,0.7777777777777778,0.7222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,No,0
PRV52029,168,159,63,166610,991.7261904761905,3759.7805384137137,12148.0,72.30952380952381,12.0,11.916666666666666,5845.773809523809,2610.3571428571427,0.4642857142857143,0.6130952380952381,0.39880952380952384,0.16666666666666666,0.4107142857142857,0.44642857142857145,0.7261904761904762,0.7380952380952381,0.25595238095238093,0.35119047619047616,0.08928571428571429,0.21428571428571427,No,0
PRV52030,2275,1179,20,681360,299.4989010989011,916.8658683565868,9732.0,4.277802197802198,11.956043956043956,11.927912087912087,4613.547252747253,2033.5868131868133,0.3986813186813187,0.5982417582417583,0.41934065934065934,0.16307692307692306,0.3178021978021978,0.41626373626373625,0.7112087912087912,0.723956043956044,0.3230769230769231,0.3037362637362637,0.08835164835164835,0.1854945054945055,Yes,1
PRV52031,125,112,49,37770,302.16,1056.922330591622,1108.0,8.864,11.904,12.0,6711.2,2337.92,0.432,0.552,0.384,0.168,0.216,0.408,0.72,0.768,0.312,0.232,0.12,0.176,No,0
PRV52032,627,568,103,698640,1114.2583732057417,3321.6751447127517,60340.0,96.38977635782747,11.980861244019138,11.915470494417862,5881.020733652313,1977.3365231259968,0.43381180223285487,0.6028708133971292,0.39872408293460926,0.17384370015948963,0.3094098883572568,0.4178628389154705,0.7352472089314195,0.759170653907496,0.3062200956937799,0.2838915470494418,0.09728867623604466,0.18181818181818182,Yes,1
PRV52037,171,159,86,52660,307.953216374269,632.6405150856442,320.0,1.871345029239766,12.0,12.0,3962.5730994152045,2654.6198830409357,0.38596491228070173,0.5964912280701754,0.3684210526315789,0.1111111111111111,0.42105263157894735,0.42105263157894735,0.7309941520467836,0.7602339181286549,0.29239766081871343,0.23976608187134502,0.08187134502923976,0.18128654970760233,No,0
PRV52038,259,217,85,240630,929.073359073359,2470.672614697504,23618.0,91.54263565891473,11.814671814671815,11.86100386100386,5935.675675675676,2310.810810810811,0.38223938223938225,0.5598455598455598,0.42857142857142855,0.16602316602316602,0.33204633204633205,0.4517374517374517,0.7181467181467182,0.752895752895753,0.3590733590733591,0.305019305019305,0.06563706563706563,0.22393822393822393,No,0
PRV52039,50,46,9,10170,203.4,308.9522121425174,0.0,0.0,12.0,12.0,4205.4,1798.6,0.36,0.68,0.3,0.18,0.28,0.44,0.7,0.8,0.28,0.36,0.06,0.2,No,0
PRV52041,1885,918,8,604980,320.9442970822281,650.4193972590156,5490.0,2.9124668435013263,11.980371352785147,11.97082228116711,3762.005305039788,2449.395225464191,0.363395225464191,0.5925729442970822,0.3724137931034483,0.13846153846153847,0.32891246684350134,0.4068965517241379,0.6636604774535809,0.76657824933687,0.3273209549071618,0.2838196286472148,0.09442970822281167,0.1989389920424403,Yes,1
PRV52042,52,50,16,27720,533.0769230769231,1286.096904929321,1068.0,20.53846153846154,12.0,12.0,3881.346153846154,1898.4615384615386,0.38461538461538464,0.6153846153846154,0.34615384615384615,0.11538461538461539,0.38461538461538464,0.5192307692307693,0.6538461538461539,0.5961538461538461,0.34615384615384615,0.3076923076923077,0.17307692307692307,0.07692307692307693,No,0
PRV52044,79,75,39,408830,5175.06329113924,7935.561776022607,45924.0,581.3164556962025,12.0,12.0,11421.898734177215,2089.240506329114,0.43037974683544306,0.6835443037974683,0.46835443037974683,0.22784810126582278,0.4430379746835443,0.379746835443038,0.7721518987341772,0.759493670886076,0.34177215189873417,0.34177215189873417,0.20253164556962025,0.26582278481012656,No,0
PRV52045,243,231,128,577030,2374.6090534979426,7154.26383812741,49598.0,204.10699588477365,12.0,11.950617283950617,6020.534979423868,2065.8436213991768,0.35390946502057613,0.6296296296296297,0.51440329218107,0.18930041152263374,0.26337448559670784,0.39094650205761317,0.7078189300411523,0.7407407407407407,0.32098765432098764,0.32510288065843623,0.11522633744855967,0.205761316872428,Yes,1
PRV52046,101,98,42,28190,279.1089108910891,477.8851305698912,290.0,2.871287128712871,12.0,12.0,5202.475247524752,2425.940594059406,0.504950495049505,0.6138613861386139,0.49504950495049505,0.2376237623762376,0.33663366336633666,0.3564356435643564,0.7722772277227723,0.8118811881188119,0.27722772277227725,0.21782178217821782,0.1485148514851485,0.24752475247524752,No,0
PRV52047,24,21,3,148550,6189.583333333333,10544.453097396205,16020.0,667.5,12.0,12.0,11715.416666666666,1792.0833333333333,0.6666666666666666,0.8333333333333334,0.5,0.08333333333333333,0.4583333333333333,0.5,0.7916666666666666,0.7083333333333334,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.20833333333333334,No,0
PRV52048,108,98,65,38820,359.44444444444446,712.2293987971174,250.0,2.314814814814815,12.0,12.0,5290.092592592592,2646.4814814814813,0.4351851851851852,0.6666666666666666,0.5,0.18518518518518517,0.3055555555555556,0.4166666666666667,0.7685185185185185,0.7685185185185185,0.3611111111111111,0.4074074074074074,0.08333333333333333,0.2222222222222222,No,0
PRV52049,192,189,75,55850,290.8854166666667,584.3031804613147,690.0,3.59375,12.0,11.96875,3631.3541666666665,2365.3125,0.375,0.6302083333333334,0.390625,0.13541666666666666,0.3802083333333333,0.4166666666666667,0.703125,0.765625,0.3020833333333333,0.3229166666666667,0.09895833333333333,0.18229166666666666,No,0
PRV52051,89,88,41,35290,396.5168539325843,734.0672825299455,120.0,1.348314606741573,11.865168539325843,11.707865168539326,4155.2808988764045,2325.61797752809,0.43820224719101125,0.5617977528089888,0.38202247191011235,0.15730337078651685,0.2247191011235955,0.4157303370786517,0.7415730337078652,0.651685393258427,0.3258426966292135,0.2696629213483146,0.0449438202247191,0.23595505617977527,No,0
PRV52052,58,56,12,48580,837.5862068965517,2516.3635070187165,5430.0,93.62068965517241,12.0,12.0,4571.379310344828,2164.310344827586,0.5172413793103449,0.603448275862069,0.3275862068965517,0.25862068965517243,0.25862068965517243,0.3620689655172414,0.7068965517241379,0.6724137931034483,0.2413793103448276,0.2413793103448276,0.10344827586206896,0.22413793103448276,No,0
PRV52054,240,232,121,78490,327.0416666666667,691.2864715183739,670.0,2.7916666666666665,11.95,11.9,4783.541666666667,2347.5,0.375,0.6166666666666667,0.3541666666666667,0.12083333333333333,0.30416666666666664,0.4041666666666667,0.6791666666666667,0.725,0.30416666666666664,0.30416666666666664,0.08333333333333333,0.19166666666666668,No,0
PRV52055,203,148,35,51010,251.2807881773399,505.19218475741485,640.0,3.1527093596059115,11.926108374384237,11.881773399014778,2685.714285714286,1764.5812807881773,0.458128078817734,0.5763546798029556,0.3842364532019704,0.1724137931034483,0.2660098522167488,0.41379310344827586,0.6305418719211823,0.7536945812807881,0.3103448275862069,0.2660098522167488,0.12315270935960591,0.1625615763546798,No,0
PRV52056,60,52,13,17280,288.0,446.1693833557697,490.0,8.166666666666666,11.766666666666667,12.0,3311.6666666666665,2726.0,0.5,0.6333333333333333,0.4,0.2,0.35,0.5166666666666667,0.6666666666666666,0.7666666666666667,0.16666666666666666,0.11666666666666667,0.1,0.3,No,0
PRV52057,185,164,48,173770,939.2972972972973,5521.495351493899,9962.0,54.141304347826086,12.0,11.87027027027027,6267.405405405405,1847.027027027027,0.33513513513513515,0.5459459459459459,0.3567567567567568,0.14054054054054055,0.23783783783783785,0.4,0.7189189189189189,0.772972972972973,0.2756756756756757,0.24324324324324326,0.08108108108108109,0.1891891891891892,No,0
PRV52058,204,199,70,55450,271.8137254901961,572.485846068367,610.0,2.9901960784313726,11.882352941176471,11.941176470588236,3874.705882352941,2487.450980392157,0.4264705882352941,0.5294117647058824,0.45098039215686275,0.14705882352941177,0.37254901960784315,0.4411764705882353,0.7303921568627451,0.7549019607843137,0.29901960784313725,0.25980392156862747,0.10784313725490197,0.2107843137254902,No,0
PRV52059,1287,430,17,540810,420.2097902097902,1915.3029563859561,17854.0,13.872571872571873,11.934731934731936,11.93006993006993,5724.118104118104,2268.2284382284383,0.4289044289044289,0.6091686091686092,0.42424242424242425,0.16705516705516704,0.28826728826728826,0.43123543123543123,0.7358197358197358,0.7692307692307693,0.28438228438228436,0.3146853146853147,0.08624708624708624,0.21756021756021757,Yes,1
PRV52061,131,121,50,31790,242.67175572519085,454.52227571286465,330.0,2.519083969465649,11.900763358778626,11.83206106870229,3543.587786259542,1898.3969465648854,0.3816793893129771,0.5114503816793893,0.3969465648854962,0.16793893129770993,0.35877862595419846,0.4732824427480916,0.6412213740458015,0.7175572519083969,0.3435114503816794,0.3969465648854962,0.07633587786259542,0.21374045801526717,No,0
PRV52062,184,181,70,56860,309.0217391304348,605.2025082793033,240.0,1.3043478260869565,12.0,12.0,3544.6739130434785,2588.858695652174,0.41304347826086957,0.6358695652173914,0.43478260869565216,0.16304347826086957,0.41304347826086957,0.4076086956521739,0.7391304347826086,0.7663043478260869,0.2717391304347826,0.4076086956521739,0.08152173913043478,0.15217391304347827,No,0
PRV52063,792,728,142,1116210,1409.3560606060605,4486.64882325324,93488.0,118.33924050632912,11.922979797979798,11.941919191919192,5901.262626262626,2124.621212121212,0.42676767676767674,0.5744949494949495,0.41792929292929293,0.13383838383838384,0.32196969696969696,0.41919191919191917,0.7058080808080808,0.7765151515151515,0.32702020202020204,0.30303030303030304,0.11363636363636363,0.19444444444444445,No,0
PRV52064,2844,1536,65,1119680,393.69901547116734,1417.983399403501,47956.0,16.868097080548715,11.962025316455696,11.965189873417721,4037.6828410689172,2306.7369901547117,0.39556962025316456,0.5889592123769339,0.3906469760900141,0.15330520393811534,0.29852320675105487,0.4391701828410689,0.6919831223628692,0.7760196905766527,0.3066104078762307,0.310126582278481,0.08720112517580872,0.19127988748241911,Yes,1
PRV52065,325,316,131,1250280,3847.0153846153844,7687.253439772457,123470.0,381.08024691358025,12.0,11.92,11059.076923076924,2152.3076923076924,0.39692307692307693,0.6338461538461538,0.5353846153846153,0.13538461538461538,0.3569230769230769,0.5015384615384615,0.7476923076923077,0.7753846153846153,0.3569230769230769,0.3323076923076923,0.15692307692307692,0.25846153846153846,Yes,1
PRV52066,1455,630,3,386530,265.65635738831617,531.0299536534931,4350.0,2.9896907216494846,11.921649484536083,11.938144329896907,5029.422680412371,2182.9484536082473,0.41924398625429554,0.6329896907216495,0.43780068728522337,0.1731958762886598,0.3147766323024055,0.47216494845360824,0.6948453608247422,0.7285223367697594,0.3711340206185567,0.3443298969072165,0.09553264604810996,0.2034364261168385,Yes,1
PRV52068,48,48,25,13080,272.5,373.588122276904,420.0,8.75,12.0,12.0,2918.9583333333335,1600.0,0.375,0.375,0.2708333333333333,0.1875,0.20833333333333334,0.3541666666666667,0.5625,0.6666666666666666,0.2708333333333333,0.2916666666666667,0.041666666666666664,0.08333333333333333,No,0
PRV52069,88,84,42,22280,253.1818181818182,523.4622700552245,280.0,3.1818181818181817,12.0,11.863636363636363,4517.5,2973.9772727272725,0.4318181818181818,0.7045454545454546,0.42045454545454547,0.14772727272727273,0.3522727272727273,0.4659090909090909,0.8068181818181818,0.8522727272727273,0.2727272727272727,0.45454545454545453,0.125,0.29545454545454547,No,0
PRV52071,749,328,29,259850,346.92923898531376,845.7940429962854,1960.0,2.616822429906542,11.962616822429906,12.0,3885.0734312416557,2421.789052069426,0.43391188251001334,0.6154873164218959,0.4472630173564753,0.12283044058744993,0.3097463284379172,0.4098798397863818,0.6875834445927904,0.7757009345794392,0.3471295060080107,0.30707610146862485,0.10146862483311081,0.24833110814419226,No,0
PRV52072,132,124,47,421030,3189.621212121212,6420.993051220458,40604.0,314.7596899224806,12.0,12.0,9826.439393939394,2361.742424242424,0.4015151515151515,0.5984848484848485,0.42424242424242425,0.22727272727272727,0.3409090909090909,0.4166666666666667,0.6893939393939394,0.7878787878787878,0.3409090909090909,0.2727272727272727,0.09090909090909091,0.22727272727272727,No,0
PRV52073,64,63,14,359250,5613.28125,10827.25310027528,29904.0,467.25,12.0,12.0,10790.3125,2272.8125,0.359375,0.703125,0.546875,0.21875,0.34375,0.46875,0.71875,0.890625,0.328125,0.25,0.140625,0.28125,No,0
PRV52074,141,134,49,161600,1146.099290780142,4279.781999296166,11918.0,84.52482269503547,12.0,11.914893617021276,7265.035460992908,1735.8156028368794,0.3475177304964539,0.5602836879432624,0.375886524822695,0.14893617021276595,0.3404255319148936,0.3971631205673759,0.6666666666666666,0.7304964539007093,0.23404255319148937,0.3191489361702128,0.07092198581560284,0.19148936170212766,No,0
PRV52075,5,5,4,1220,244.0,283.24900705915985,0.0,0.0,12.0,12.0,6006.0,1108.0,0.2,0.4,0.2,0.2,0.2,0.2,0.4,1.0,0.2,0.2,0.0,0.0,No,0
PRV52076,221,199,96,554060,2507.0588235294117,5739.425528837314,59050.0,268.40909090909093,11.945701357466064,11.927601809954751,7981.900452488688,2324.4343891402714,0.416289592760181,0.6515837104072398,0.4434389140271493,0.2081447963800905,0.35294117647058826,0.49321266968325794,0.7194570135746606,0.7737556561085973,0.2986425339366516,0.37104072398190047,0.08597285067873303,0.19457013574660634,No,0
PRV52077,1156,695,12,1364150,1180.060553633218,4959.014276419531,112534.0,97.43203463203463,11.932525951557093,11.97318339100346,4908.010380622837,2142.759515570934,0.42560553633217996,0.5735294117647058,0.4420415224913495,0.1704152249134948,0.31747404844290655,0.41608996539792387,0.7084775086505191,0.736159169550173,0.32785467128027684,0.29325259515570934,0.0847750865051903,0.19290657439446368,Yes,1
PRV52079,33,31,22,45100,1366.6666666666667,3076.849714670293,7476.0,226.54545454545453,12.0,12.0,4883.939393939394,1710.3030303030303,0.48484848484848486,0.5757575757575758,0.3333333333333333,0.09090909090909091,0.45454545454545453,0.5151515151515151,0.7878787878787878,0.696969696969697,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.15151515151515152,No,0
PRV52081,24,24,17,28270,1177.9166666666667,2190.81676087028,3204.0,133.5,12.0,12.0,7348.333333333333,1805.8333333333333,0.4583333333333333,0.6666666666666666,0.4583333333333333,0.08333333333333333,0.25,0.2916666666666667,0.5833333333333334,0.9166666666666666,0.2916666666666667,0.125,0.16666666666666666,0.16666666666666666,No,0
PRV52082,8,8,5,880,110.0,131.4751470267833,0.0,0.0,12.0,12.0,4246.25,1106.25,0.625,0.625,0.5,0.0,0.625,0.375,0.75,0.875,0.75,0.0,0.0,0.125,No,0
PRV52084,34,32,22,107750,3169.1176470588234,5557.616323376504,10700.0,314.70588235294116,12.0,12.0,7699.705882352941,1872.9411764705883,0.38235294117647056,0.5882352941176471,0.5294117647058824,0.17647058823529413,0.4117647058823529,0.35294117647058826,0.8529411764705882,0.8529411764705882,0.23529411764705882,0.4117647058823529,0.029411764705882353,0.23529411764705882,No,0
PRV52085,824,747,144,240620,292.0145631067961,801.3969090675309,2530.0,3.070388349514563,11.99878640776699,11.973300970873787,4216.32281553398,2179.733009708738,0.3859223300970874,0.5643203883495146,0.3774271844660194,0.13713592233009708,0.30461165048543687,0.46116504854368934,0.683252427184466,0.7305825242718447,0.30097087378640774,0.28762135922330095,0.09466019417475728,0.18567961165048544,No,0
PRV52087,56,44,23,20350,363.39285714285717,636.6225563242156,2376.0,42.42857142857143,11.928571428571429,12.0,1236.4285714285713,2649.6428571428573,0.48214285714285715,0.7321428571428571,0.375,0.17857142857142858,0.4642857142857143,0.375,0.7321428571428571,0.75,0.21428571428571427,0.26785714285714285,0.10714285714285714,0.21428571428571427,No,0
